merchant,western,japan,service,location,meat,alcohol,cafe,time
달콤왕가탕후루,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.4444444444444444,0.13333333333333333
달콤한거짓말,0.0,0.0,0.08108108108108109,0.08108108108108109,0.0,0.0,1.945945945945946,0.05405405405405406
닭꼬얌,0.0,0.0,0.11538461538461539,0.0,0.038461538461538464,0.0,0.0,0.019230769230769232
대포막창,0.0,0.0,0.1388888888888889,0.0,0.1111111111111111,0.0,0.0,0.05555555555555555
더담,0.0,0.0,0.125,0.0,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.0
더피자보이즈 합정본점,0.6460176991150443,0.02654867256637168,0.008849557522123894,0.02654867256637168,0.0,0.08849557522123894,0.0,0.035398230088495575
델리인디아,0.06451612903225806,0.0,0.07526881720430108,0.010752688172043012,0.010752688172043012,0.0,0.0,0.16129032258064516
델문도,0.0,0.0,0.0392156862745098,0.21568627450980393,0.0,0.0,0.6470588235294118,0.21568627450980393
도마 홍대본점,0.020833333333333332,0.0,0.20833333333333334,0.0,0.5,0.020833333333333332,0.0,0.08333333333333333
돈주는남자 마포점,0.0,0.0,0.16666666666666666,0.0,0.625,0.08333333333333333,0.041666666666666664,0.08333333333333333
둥지닭볶음탕,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0
땡스네이쳐,0.0,0.0,0.10606060606060606,0.030303030303030304,0.015151515151515152,0.0,0.7727272727272727,0.045454545454545456
또보겠지떡볶이집 붕붕허니비점,0.0,0.11403508771929824,0.06140350877192982,0.0,0.0,0.017543859649122806,0.008771929824561403,0.35964912280701755
또보겠지떡볶이집 스마일보이점,0.0,0.08333333333333333,0.0625,0.020833333333333332,0.0,0.0,0.0,0.08333333333333333
또보겠지떡볶이집 호호피크닉점,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.020833333333333332,0.0,0.0625
라멘트럭 상수본점,0.0,0.8702290076335878,0.07633587786259542,0.022900763358778626,0.0916030534351145,0.1984732824427481,0.0,0.08396946564885496
락희돈,0.0,0.13559322033898305,0.11864406779661017,0.0,0.5254237288135594,0.05084745762711865,0.0,0.13559322033898305
로쏘1924,1.0256410256410255,0.008547008547008548,0.17094017094017094,0.03418803418803419,0.0,0.017094017094017096,0.05982905982905983,0.09401709401709402
룸넘버3 브런치 카페&와인,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1
리얼이스케이프챌린지,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
마녀주방 홍대점,0.2328767123287671,0.0,0.0684931506849315,0.1643835616438356,0.0,0.0136986301369863,0.0136986301369863,0.1780821917808219
마루샤브스카이 홍대직영점,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
막걸리싸롱 홍대본점,0.0,0.0,0.2222222222222222,0.0,0.0,1.0,0.1111111111111111,0.0
만만코코로 홍대점,0.05555555555555555,0.0,0.2777777777777778,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666
맛이차이나,0.008928571428571428,0.05357142857142857,0.20535714285714285,0.0,0.13392857142857142,0.044642857142857144,0.008928571428571428,0.09821428571428571
멘야산다이메 홍대점,0.0,0.9893617021276596,0.0851063829787234,0.06382978723404255,0.0425531914893617,0.18085106382978725,0.0,0.07446808510638298
멜로우,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.26666666666666666,0.0
모멘트커피,0.0,0.0,0.020833333333333332,0.125,0.0,0.0,0.5,0.14583333333333334
몬스터피자 본점,1.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.043478260869565216
몰토베네,0.9925373134328358,0.0,0.2537313432835821,0.029850746268656716,0.022388059701492536,0.007462686567164179,0.029850746268656716,0.20149253731343283
무대륙,0.0,0.038461538461538464,0.07692307692307693,0.02564102564102564,0.0,0.08974358974358974,0.20512820512820512,0.08974358974358974
무라,0.0,0.26666666666666666,0.016666666666666666,0.0,0.03333333333333333,0.016666666666666666,0.0,0.05
미로식당,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.375
미어캣프랜즈,0.0,0.0,0.2558139534883721,0.0,0.0,0.0,0.3023255813953488,0.09302325581395349
민트하임,0.0,0.0,0.11428571428571428,0.02857142857142857,0.0,0.0,0.9714285714285714,0.0
바다포차 시실리,0.0,0.0,0.25,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333
바다회사랑 2호점,0.0078125,0.0078125,0.1328125,0.0234375,0.0,0.0078125,0.0,0.4296875
배터리88,0.0,0.0,0.26666666666666666,0.0,0.1,0.5333333333333333,0.0,0.0
백년토종삼계탕 본점,0.0,0.0,0.15151515151515152,0.030303030303030304,0.030303030303030304,0.24242424242424243,0.0,0.09090909090909091
버터밀크,0.03626943005181347,0.0,0.12953367875647667,0.031088082901554404,0.0,0.010362694300518135,0.05699481865284974,0.43005181347150256
벽돌포차,0.0,0.13333333333333333,0.3333333333333333,0.2,0.06666666666666667,0.8,0.13333333333333333,0.3333333333333333
별자리마라탕 홍대점,0.0,0.0,0.1891891891891892,0.02702702702702703,0.22972972972972974,0.08108108108108109,0.0,0.0
별천지설농탕,0.0,0.0,0.06060606060606061,0.030303030303030304,0.09090909090909091,0.3333333333333333,0.0,0.06060606060606061
보승회관 홍대직영점,0.0,0.0,0.12195121951219512,0.0,0.07317073170731707,0.14634146341463414,0.0,0.0975609756097561
부산집 홍대본점,0.0,0.0,0.10256410256410256,0.0,0.0,0.20512820512820512,0.0,0.23076923076923078
부탄츄 홍대점,0.0,0.6060606060606061,0.24242424242424243,0.030303030303030304,0.15757575757575756,0.14545454545454545,0.006060606060606061,0.09090909090909091
브레이크아웃이스케이프 홍대점,0.0,0.0,0.13636363636363635,0.09090909090909091,0.0,0.0,0.09090909090909091,0.18181818181818182
비스트로사랑방,0.7017543859649122,0.0,0.10526315789473684,0.0,0.05263157894736842,0.03508771929824561,0.017543859649122806,0.03508771929824561
비스트로주라,0.7345679012345679,0.037037037037037035,0.2962962962962963,0.012345679012345678,0.11728395061728394,0.012345679012345678,0.024691358024691357,0.1111111111111111
비트포비아 홍대던전점,0.0,0.0,0.2222222222222222,0.16666666666666666,0.0,0.0,0.05555555555555555,0.3888888888888889
비하인드,0.0,0.0,0.023809523809523808,0.047619047619047616,0.0,0.0,0.40476190476190477,0.023809523809523808
빠넬로,1.4927536231884058,0.0,0.15942028985507245,0.057971014492753624,0.028985507246376812,0.014492753623188406,0.028985507246376812,0.11594202898550725
산리오러버스클럽,0.0,0.0,0.02040816326530612,0.061224489795918366,0.0,0.0,0.5306122448979592,0.5306122448979592
산울림1992,0.0,0.0,0.07317073170731707,0.036585365853658534,0.024390243902439025,0.8292682926829268,0.0,0.2073170731707317
삼거리포차,0.0,0.0,0.047619047619047616,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285
서강8경,0.17391304347826086,0.0,0.30434782608695654,0.0,0.0,0.043478260869565216,0.043478260869565216,0.2608695652173913
서교참치,0.0,0.0,0.2631578947368421,0.0,0.0,0.10526315789473684,0.0,0.0
서울이스케이프룸 홍대2호점,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0
소코아 홍대점,0.030612244897959183,0.29591836734693877,0.061224489795918366,0.05102040816326531,0.030612244897959183,0.01020408163265306,0.0,0.030612244897959183
손오공마라탕,0.0,0.0,0.13725490196078433,0.0,0.029411764705882353,0.11764705882352941,0.0,0.0196078431372549
수상한베이글,0.02564102564102564,0.0,0.02564102564102564,0.07692307692307693,0.0,0.0,0.20512820512820512,0.02564102564102564
수지앤파스타,0.5348837209302325,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0
스노브,0.0,0.0,0.10344827586206896,0.034482758620689655,0.0,0.0,1.6551724137931034,0.034482758620689655
스시오 홍대점,0.06164383561643835,0.863013698630137,0.22602739726027396,0.0,0.00684931506849315,0.0136986301369863,0.04794520547945205,0.136986301369863
스아게K,0.0,0.006756756756756757,0.08783783783783784,0.0,0.08108108108108109,0.16891891891891891,0.006756756756756757,0.0945945945945946
스케줄 합정,0.23376623376623376,0.012987012987012988,0.12987012987012986,0.025974025974025976,0.0,0.025974025974025976,0.06493506493506493,0.12987012987012986
스타벅스 홍대삼거리점,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.13043478260869565,0.0
스탠스커피,0.0,0.0,0.08823529411764706,0.058823529411764705,0.0,0.0,0.5,0.029411764705882353
스파카나폴리,1.608695652173913,0.0,0.031055900621118012,0.012422360248447204,0.006211180124223602,0.062111801242236024,0.0,0.055900621118012424
스페이스원,0.627906976744186,0.09302325581395349,0.05813953488372093,0.03488372093023256,0.011627906976744186,0.0,0.011627906976744186,0.11627906976744186
시루케이크,0.0,0.0,0.02531645569620253,0.0,0.0,0.0,0.5822784810126582,0.0759493670886076
식스티즈,0.4827586206896552,0.05747126436781609,0.06896551724137931,0.0,0.011494252873563218,0.0,0.034482758620689655,0.05747126436781609
신미경홍대닭갈비,0.003125,0.03125,0.08125,0.0125,0.59375,0.015625,0.003125,0.015625
신주양꼬치 홍대점,0.0,0.0,0.09375,0.0,0.1875,0.03125,0.0,0.03125
심양 홍대점,0.0,0.06666666666666667,0.16666666666666666,0.0,0.43333333333333335,0.06666666666666667,0.0,0.1
싸인이스케이프 홍대점,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444
썰스데이파티,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333
아마,0.0,0.0,0.10256410256410256,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.0,0.05128205128205128
아오이토리,0.06382978723404255,0.10106382978723404,0.09574468085106383,0.026595744680851064,0.0,0.0,0.0425531914893617,0.10638297872340426
아웃닭 홍대점,0.030303030303030304,0.09090909090909091,0.030303030303030304,0.0,0.0,0.0,0.0,0.09090909090909091
앤디스커피,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,1.0740740740740742,0.0
앤트러사이트 합정점,0.0,0.0,0.03305785123966942,0.06611570247933884,0.0,0.0,0.3140495867768595,0.03305785123966942
앵춘,0.02702702702702703,0.0,0.13513513513513514,0.0,0.02702702702702703,0.5405405405405406,0.0,0.02702702702702703
야키토리 나루토,0.011695906432748537,0.005847953216374269,0.3216374269005848,0.005847953216374269,0.08187134502923976,0.07602339181286549,0.011695906432748537,0.2222222222222222
어른이대공원,0.0,0.0,0.13636363636363635,0.22727272727272727,0.0,0.6818181818181818,0.0,0.18181818181818182
어리,0.0,0.02127659574468085,0.10638297872340426,0.0425531914893617,0.0,0.5106382978723404,0.02127659574468085,0.0
어메이징농카이,0.0,0.05785123966942149,0.09917355371900827,0.049586776859504134,0.04132231404958678,0.024793388429752067,0.03305785123966942,0.04132231404958678
어반플랜트 합정,0.09712230215827339,0.007194244604316547,0.09712230215827339,0.0683453237410072,0.0,0.0,0.3669064748201439,0.08633093525179857
여우골 홍대서교점,0.0,0.7081081081081081,0.43783783783783786,0.005405405405405406,0.005405405405405406,0.010810810810810811,0.0,0.07567567567567568
여우골 홍대점,0.0,0.8018018018018018,0.32432432432432434,0.02702702702702703,0.0,0.0,0.009009009009009009,0.0
예티,0.03636363636363636,0.0,0.03636363636363636,0.0,0.05454545454545454,0.01818181818181818,0.0,0.01818181818181818
옛맛서울불고기 (2024년 5월 예정),0.0,0.0,0.09859154929577464,0.0,0.30985915492957744,0.15492957746478872,0.0,0.15492957746478872
오레노라멘 합정본점,0.0,0.5502092050209205,0.07740585774058577,0.006276150627615063,0.02510460251046025,0.2405857740585774,0.0020920502092050207,0.1401673640167364
오리지널시카고피자 홍대본점,0.9846153846153847,0.0,0.03076923076923077,0.0,0.0,0.03076923076923077,0.06153846153846154,0.015384615384615385
옥동식 서교점,0.0,0.00390625,0.1328125,0.03515625,0.36328125,0.30078125,0.0078125,0.2421875
온달집 홍대직영점,0.0,0.04245283018867924,0.009433962264150943,0.018867924528301886,0.0,0.05188679245283019,0.0,0.02358490566037736
온블랙94,0.5416666666666666,0.0,0.20833333333333334,0.041666666666666664,0.20833333333333334,0.0,0.0,0.041666666666666664
옹다래찜닭 홍대점,0.12,0.0,0.24,0.0,0.08,0.04,0.0,0.0
와우끝집,0.0,0.030303030303030304,0.09090909090909091,0.06060606060606061,0.0,0.06060606060606061,0.0,0.09090909090909091
왔쏘 홍대점,0.0,0.0,0.25,0.0,0.8,0.05,0.0,0.05
우동카덴 합정점,0.0,1.0676691729323309,0.15037593984962405,0.018796992481203006,0.007518796992481203,0.09774436090225563,0.0,0.20676691729323307
우와 홍대본점,0.02112676056338028,0.04225352112676056,0.06338028169014084,0.07746478873239436,0.007042253521126761,0.056338028169014086,0.0,0.16901408450704225
웃사브,0.045454545454545456,0.0,0.13636363636363635,0.045454545454545456,0.07575757575757576,0.030303030303030304,0.0,0.16666666666666666
위키드찜닭,0.08333333333333333,0.0,0.08333333333333333,0.0,0.25,0.0,0.0,0.16666666666666666
육연해by육회먹은연어 홍대점,0.0,0.0,0.15789473684210525,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842
윤씨밀방,0.344,0.032,0.024,0.008,0.008,0.016,0.0,0.112
은행골 홍대점,0.0,0.5681818181818182,0.11363636363636363,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456
이미커피,0.0,0.0,0.2641509433962264,0.0660377358490566,0.0,0.009433962264150943,1.2924528301886793,0.12264150943396226
이빠네마그릴 홍대점,0.27586206896551724,0.034482758620689655,0.06896551724137931,0.0,0.4827586206896552,0.0,0.0,0.06896551724137931
이치류 홍대본점,0.0,0.0,0.19117647058823528,0.014705882352941176,1.2352941176470589,0.04411764705882353,0.0,0.19117647058823528
일편등심,0.0,0.0,0.16129032258064516,0.03225806451612903,0.6129032258064516,0.0,0.0,0.12903225806451613
자세,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.0,0.9310344827586207,0.10344827586206896,0.0
재미난조각가 홍대점,0.0,0.0,0.2916666666666667,0.041666666666666664,0.0,0.0,0.125,0.16666666666666666
정돈,0.018404907975460124,0.1656441717791411,0.049079754601226995,0.03067484662576687,0.22085889570552147,0.012269938650306749,0.0,0.06748466257668712
제비다방,0.0,0.0,0.046153846153846156,0.06153846153846154,0.0,0.15384615384615385,0.2,0.046153846153846156
제순식당 홍대점,0.0,0.0,0.12121212121212122,0.0,0.030303030303030304,0.06060606060606061,0.0,0.030303030303030304
제임스시카고피자 홍대본점,1.0353697749196142,0.003215434083601286,0.06430868167202572,0.012861736334405145,0.0,0.04823151125401929,0.01929260450160772,0.05787781350482315
조선화로구이,0.0,0.0,0.034482758620689655,0.0,0.3448275862068966,0.034482758620689655,0.0,0.034482758620689655
중화복춘,0.01818181818181818,0.05454545454545454,0.16363636363636364,0.024242424242424242,0.012121212121212121,0.07272727272727272,0.01818181818181818,0.1696969696969697
지로우라멘,0.0,0.6612244897959184,0.10612244897959183,0.02040816326530612,0.053061224489795916,0.19591836734693877,0.0,0.08571428571428572
진진,0.0,0.020833333333333332,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.125
집사의하루 홍대점,0.0,0.0,0.21311475409836064,0.0,0.0,0.0,0.32786885245901637,0.07377049180327869
짬뽕지존 홍대점,0.0,0.0,0.2413793103448276,0.0,0.0,0.06896551724137931,0.0,0.10344827586206896
참새방앗간,0.0,0.0,0.17391304347826086,0.0,0.0,0.21739130434782608,0.0,0.2608695652173913
철길왕갈비살,0.0,0.0,0.13333333333333333,0.0,0.4888888888888889,0.06666666666666667,0.0,0.08888888888888889
철인7호치킨 홍대점,0.003125,0.00625,0.009375,0.0020833333333333333,0.0010416666666666667,0.004166666666666667,0.0010416666666666667,0.0625
츠케루,0.001142857142857143,0.5405714285714286,0.045714285714285714,0.005714285714285714,0.006857142857142857,0.05828571428571429,0.002285714285714286,0.06857142857142857
치치 서교점,0.0,0.23529411764705882,0.11764705882352941,0.0,0.0,0.29411764705882354,0.0,0.058823529411764705
카미야,0.03225806451612903,0.3096774193548387,0.03225806451612903,0.0064516129032258064,0.09032258064516129,0.0064516129032258064,0.0,0.24516129032258063
카와카츠 본점,0.08637873754152824,0.3023255813953488,0.09634551495016612,0.0033222591362126247,0.23255813953488372,0.006644518272425249,0.0,0.16279069767441862
카츠미 홍대본점,0.07692307692307693,0.6153846153846154,0.038461538461538464,0.0,0.2692307692307692,0.0,0.0,0.11538461538461539
카페 지금여기,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
카페공명 연남점,0.0,0.0,0.06896551724137931,0.011494252873563218,0.0,0.005747126436781609,0.7241379310344828,0.05747126436781609
카페공명 홍대점,0.0,0.0,0.04918032786885246,0.21311475409836064,0.0,0.01639344262295082,1.0327868852459017,0.09836065573770492
카페장쌤,0.0,0.0,0.23622047244094488,0.015748031496062992,0.0,0.0,1.0236220472440944,0.1732283464566929
칸다소바 홍대점,0.0,0.704225352112676,0.07981220657276995,0.004694835680751174,0.023474178403755867,0.04225352112676056,0.004694835680751174,0.06572769953051644
커피랩,0.0,0.0,0.08333333333333333,0.06944444444444445,0.0,0.027777777777777776,0.3611111111111111,0.1111111111111111
코노미 홍대점,0.0,0.0,0.2894736842105263,0.02631578947368421,0.0,0.07894736842105263,0.02631578947368421,0.15789473684210525
코키펍 홍대점,0.0,0.08333333333333333,0.0,0.0,0.0,0.4166666666666667,0.0,0.08333333333333333
콜린,0.0,0.0,0.02531645569620253,0.12658227848101267,0.0,0.012658227848101266,0.7974683544303798,0.0379746835443038
큐브이스케이프 홍대점,0.0,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.03571428571428571,0.32142857142857145
클럽에반스,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.08695652173913043,0.08695652173913043
키쉬미뇽,0.0,0.0,0.0847457627118644,0.05084745762711865,0.0,0.0,0.288135593220339,0.05084745762711865
키즈나,0.038461538461538464,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693
탐탐오향족발,0.0,0.0,0.05555555555555555,0.0,0.1388888888888889,0.05555555555555555,0.0,0.08333333333333333
테이스티버거,0.8348623853211009,0.06422018348623854,0.1834862385321101,0.03669724770642202,0.01834862385321101,0.01834862385321101,0.01834862385321101,0.08256880733944955
토라비,0.0,0.0,0.11666666666666667,0.05,0.0,0.0,0.7,0.16666666666666666
토모토카레 홍대점,0.014925373134328358,0.13432835820895522,0.11940298507462686,0.014925373134328358,0.014925373134328358,0.07462686567164178,0.0,0.07462686567164178
티엔미미 홍대점,0.0,0.0,0.13793103448275862,0.10344827586206896,0.2413793103448276,0.06896551724137931,0.0,0.13793103448275862
퍼셉션 (Perception),0.0,0.0,0.09836065573770492,0.0,0.0,0.03278688524590164,0.6557377049180327,0.04918032786885246
페더,0.01818181818181818,0.0,0.2909090909090909,0.01818181818181818,0.0,0.509090909090909,0.05454545454545454,0.07272727272727272
퐁포네뜨 홍대점,0.0,0.0,0.0,0.0,0.0,0.0,2.020408163265306,0.02040816326530612
프리모바치오바치 홍대본점,0.45,0.0,0.13,0.0,0.01,0.01,0.06,0.04
플레이트946,0.9642857142857143,0.0,0.10714285714285714,0.0,0.10714285714285714,0.0,0.10714285714285714,0.0
피오니 홍대점,0.0,0.0,0.018779342723004695,0.004694835680751174,0.0,0.0,2.004694835680751,0.1596244131455399
피자네버슬립스 합정상수점,0.8235294117647058,0.04044117647058824,0.10294117647058823,0.04411764705882353,0.003676470588235294,0.15073529411764705,0.03308823529411765,0.08823529411764706
하이디라오 홍대지점,0.015037593984962405,0.0,0.3157894736842105,0.0,0.0,0.022556390977443608,0.03007518796992481,0.21052631578947367
하카타분코,0.0,0.8165137614678899,0.1834862385321101,0.013761467889908258,0.05504587155963303,0.18807339449541285,0.0,0.11926605504587157
하하&김종국의 401정육식당 홍대본점,0.0,0.0,0.17857142857142858,0.0,0.8214285714285714,0.03571428571428571,0.0,0.07142857142857142
허밍벨라,0.0,0.0,0.08108108108108109,0.21621621621621623,0.0,0.02702702702702703,0.7567567567567568,0.0
혼가츠,0.025974025974025976,0.15584415584415584,0.12987012987012986,0.03896103896103896,0.07792207792207792,0.0,0.06493506493506493,0.06493506493506493
홍대 조선시대,0.0,0.008639308855291577,0.04103671706263499,0.06695464362850972,0.01079913606911447,0.5896328293736501,0.10151187904967603,0.06047516198704104
홍대반지카페 본점,0.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.3333333333333333
홍대삭 상수본점,0.014084507042253521,1.0422535211267605,0.07042253521126761,0.014084507042253521,0.0,0.09859154929577464,0.0,0.04225352112676056
홍대씨부엉,0.0,0.16666666666666666,0.1,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.0,0.1
홍대인파스타,0.6818181818181818,0.0,0.09090909090909091,0.0,0.06818181818181818,0.0,0.0,0.11363636363636363
홍대조폭떡볶이 홍대2호점,0.0,0.23943661971830985,0.18309859154929578,0.014084507042253521,0.0,0.08450704225352113,0.0,0.09859154929577464
홍대차칸곱창,0.0,0.0625,0.0,0.0,0.4375,0.125,0.0,0.125
홍스쭈꾸미 홍대본점,0.011235955056179775,0.0,0.23595505617977527,0.02247191011235955,0.0,0.056179775280898875,0.0,0.033707865168539325
홍익닭한마리 홍대본점,0.0,0.0,0.0625,0.0,0.0,0.46875,0.0,0.0
황곱 홍대점,0.0,0.0,0.11006289308176101,0.006918238993710692,0.5025157232704403,0.08616352201257861,0.0006289308176100629,0.05408805031446541
효봉포차,0.0,0.06666666666666667,0.0,0.0,0.0,0.2,0.0,0.0
후라토식당 상수직영점,0.018867924528301886,0.5094339622641509,0.09433962264150944,0.03773584905660377,0.1509433962264151,0.0,0.0,0.11320754716981132
훠궈나라 홍대점,0.0,0.0,0.19230769230769232,0.0,0.10256410256410256,0.01282051282051282,0.01282051282051282,0.0641025641025641
